Timestamp, COUNTER_MEMS, INTERPOLATED_MEMS, Q0, Q1, Q2, Q3, ACCX, ACCY, ACCZ, MAGX, MAGY, MAGZ
Timestamp, act, pow
1752439902.3817, 47, 0, 0.587222, 0.389404, -0.598694, 0.38092, 0.993774, 0.003418, -0.012697, 14.475933, 39.735143, 17.913239
1752439902.3974, 48, 0, 0.587088, 0.389648, -0.598511, 0.381165, 1.00061, 0.005372, -0.014162, 14.47834, 39.828296, 17.705249
1752439902.4129, 49, 0, 0.587124, 0.389526, -0.598633, 0.381042, 0.998169, 0.000488, -0.027835, 14.547172, 39.878799, 17.85139
1752439902.4284, 50, 0, 0.587164, 0.389465, -0.598633, 0.381042, 1.016237, 0.00586, -0.018069, 14.609122, 39.974253, 17.866251
1752439902.4439, 51, 0, 0.587147, 0.389526, -0.598572, 0.381104, 1.016237, 0.00586, -0.018069, 14.74821, 40.143494, 17.829626
1752439902.4596, neutral, 0
1752439902.4596, 52, 0, 0.587182, 0.389404, -0.598694, 0.380981, 1.011354, -0.009767, -0.024417, 14.790055, 40.079145, 17.96333
1752439902.4754, 53, 0, 0.587338, 0.38916, -0.598816, 0.380798, 1.012819, 0.007325, -0.01465, 14.827717, 40.02123, 18.083664
1752439902.4911, 54, 0, 0.587436, 0.389038, -0.598877, 0.380676, 1.007936, -0.003418, -0.020022, 14.828278, 39.952441, 18.058631
1752439902.5066, 55, 0, 0.587569, 0.388794, -0.59906, 0.380432, 1.000122, -0.000488, -0.007813, 14.912117, 39.94053, 18.102768
1752439902.5221, 56, 0, 0.587649, 0.388733, -0.59906, 0.380371, 1.003052, -0.006348, -0.026859, 14.720905, 39.863144, 18.175824
1752439902.5376, 57, 0, 0.587627, 0.388672, -0.599121, 0.380371, 1.000122, -0.000488, -0.016115, 14.715481, 39.760162, 17.991575
1752439902.5531, 58, 0, 0.587587, 0.388733, -0.599121, 0.380371, 0.996215, 0.008302, -0.016604, 14.6106, 39.71748, 18.092418
1752439902.5687, 59, 0, 0.587644, 0.388672, -0.599182, 0.380249, 0.998169, 0.019045, -0.030277, 14.516207, 39.679065, 18.183176
1752439902.5842, neutral, 0
1752439902.5842, 60, 0, 0.58751, 0.388977, -0.598999, 0.380432, 0.998169, 0.019045, -0.030277, 14.581253, 39.661158, 17.914858
1752439902.5999, 61, 0, 0.587505, 0.388916, -0.599121, 0.38031, 1.004517, -0.003418, -0.01465, 14.773127, 39.511709, 17.973372
1752439902.6154, 62, 0, 0.587528, 0.388916, -0.59906, 0.380371, 1.002075, -0.007325, -0.018069, 14.729148, 39.477205, 17.892702
1752439902.6309, 63, 0, 0.587431, 0.388977, -0.598999, 0.380554, 1.005005, -0.010255, -0.023929, 14.806233, 39.646151, 17.936765
1752439902.6465, 0, 0, 0.587595, 0.388977, -0.598877, 0.380493, 1.008912, 0.006348, -0.020999, 14.808943, 39.531536, 17.993089
1752439902.6623, 1, 0, 0.587656, 0.389099, -0.598816, 0.380371, 1.007447, 0.000488, -0.013185, 14.794716, 39.528382, 18.027113
1752439902.678, 2, 0, 0.587655, 0.38916, -0.598816, 0.38031, 1.005005, 0.00293, -0.02344, 14.931911, 39.425544, 18.124402
1752439902.6937, 3, 0, 0.587633, 0.389465, -0.598755, 0.380127, 0.995727, -0.00586, -0.022952, 14.83872, 39.416323, 18.295295
1752439902.7092, neutral, 0
1752439902.7092, 4, 0, 0.587552, 0.389587, -0.598755, 0.380127, 1.005494, -0.002442, -0.015139, 14.704848, 39.474691, 18.065765
1752439902.7249, 5, 0, 0.58732, 0.390015, -0.598511, 0.380432, 1.005494, -0.002442, -0.015139, 14.75103, 39.443888, 17.975856
1752439902.7406, 6, 0, 0.587202, 0.39032, -0.598389, 0.380493, 1.000122, 0.004883, -0.012209, 14.725927, 39.482833, 18.111603
1752439902.7564, 7, 0, 0.58716, 0.390503, -0.598389, 0.380371, 0.988402, 0.007325, -0.0293, 14.736667, 39.43455, 18.200443
1752439902.7721, 8, 0, 0.586897, 0.390991, -0.598328, 0.380371, 0.99182, 0.005372, -0.025882, 14.696334, 39.441095, 18.180399
1752439902.7876, 9, 0, 0.586637, 0.391296, -0.598267, 0.380554, 1.023074, 0.007325, -0.020999, 14.660034, 39.496985, 18.112359
1752439902.8031, 10, 0, 0.586395, 0.391541, -0.598267, 0.380676, 1.001587, 0.000977, -0.031254, 14.477364, 39.447287, 18.034456
1752439902.8186, 11, 0, 0.58617, 0.391724, -0.598328, 0.380737, 1.000122, 0.011232, -0.027347, 14.396294, 39.435891, 18.047677
1752439902.8341, neutral, 0
1752439902.8341, 12, 0, 0.586149, 0.391663, -0.598389, 0.380737, 1.004517, -0.00879, -0.027347, 14.473331, 39.408969, 18.159576
